C1
"Aneurysm, Infected"
"Amyloidosis, Familial"
"Amyloid Neuropathies, Familial"
"Cerebral Amyloid Angiopathy, Familial"
Cerebral Amyloid Angiopathy
"Cerebral Amyloid Angiopathy, Familial"
Immunoglobulin Light-chain Amyloidosis
Synucleinopathies
TDP-43 Proteinopathies
Amyotrophic Lateral Sclerosis
Frontotemporal Lobar Degeneration
Frontotemporal Dementia
Primary Progressive Nonfluent Aphasia
"Skin Diseases, Metabolic"
Lipodystrophy
HIV-Associated Lipodystrophy Syndrome
"Lipodystrophy, Congenital Generalized"
"Lipodystrophy, Familial Partial"
Necrobiosis Lipoidica
Wasting Syndrome
HIV Wasting Syndrome
Water-Electrolyte Imbalance
Dehydration
Hypercalcemia
Hyperkalemia
Hypernatremia
Hypocalcemia
Hypokalemia
Hyponatremia
Inappropriate ADH Syndrome
Water Intoxication
Nutrition Disorders
Child Nutrition Disorders
Hypervitaminosis A
Infant Nutrition Disorders
Vitamin K Deficiency Bleeding
Malnutrition
Deficiency Diseases
Avitaminosis
Ascorbic Acid Deficiency
Scurvy
Vitamin A Deficiency
Vitamin B Deficiency
Choline Deficiency
Folic Acid Deficiency
Hyperhomocysteinemia
Pellagra
Riboflavin Deficiency
Thiamine Deficiency
Beriberi
Wernicke Encephalopathy
Vitamin B 6 Deficiency
Vitamin B 12 Deficiency
"Anemia, Pernicious"
Subacute Combined Degeneration
Vitamin D Deficiency
Rickets
Osteomalacia
Chronic Kidney Disease-Mineral and Bone Disorder
"Rickets, Hypophosphatemic"
Familial Hypophosphatemic Rickets
Vitamin E Deficiency
Steatitis
Vitamin K Deficiency
Vitamin K Deficiency Bleeding
Magnesium Deficiency
Potassium Deficiency
Protein Deficiency
Protein-Energy Malnutrition
Swayback
Fetal Nutrition Disorders
Refeeding Syndrome
Severe Acute Malnutrition
Kwashiorkor
Starvation
Overnutrition
Overweight
Obesity
Obesity Hypoventilation Syndrome
"Obesity, Abdominal"
"Obesity, Maternal"
"Obesity, Metabolically Benign"
"Obesity, Morbid"
Pediatric Obesity
Prader-Willi Syndrome
Wasting Syndrome
HIV Wasting Syndrome
Endocrine System Diseases
Adrenal Gland Diseases
Adrenal Cortex Diseases
Adrenal Cortex Neoplasms
Adrenocortical Adenoma
Adrenocortical Carcinoma
Adrenal Gland Neoplasms
Adrenal Cortex Neoplasms
Adrenocortical Adenoma
Adrenocortical Carcinoma
"Adrenal Hyperplasia, Congenital"
Adrenal Insufficiency
Addison Disease
"Hypoadrenocorticism, Familial"
Adrenoleukodystrophy
Hypoaldosteronism
Waterhouse-Friderichsen Syndrome
Adrenocortical Hyperfunction
Cushing Syndrome
Hyperaldosteronism
Bartter Syndrome
"Bone Diseases, Endocrine"
Diabetes Mellitus
Diabetes Complications
Diabetic Angiopathies
Diabetic Foot
Diabetic Retinopathy
Diabetic Cardiomyopathies
Diabetic Coma
Hyperglycemic Hyperosmolar Nonketotic Coma
Diabetic Ketoacidosis
Diabetic Nephropathies
Diabetic Neuropathies
Diabetic Foot
Fetal Macrosomia
"Diabetes, Gestational"
"Diabetes Mellitus, Experimental"
"Diabetes Mellitus, Type 1"
Wolfram Syndrome
"Diabetes Mellitus, Type 2"
"Diabetes Mellitus, Lipoatrophic"
Donohue Syndrome
Latent Autoimmune Diabetes in Adults
Prediabetic State
Dwarfism
Congenital Hypothyroidism
"Dwarfism, Pituitary"
Laron Syndrome
Endocrine Gland Neoplasms
Adrenal Gland Neoplasms
Adrenal Cortex Neoplasms
Adrenocortical Adenoma
Adrenocortical Carcinoma
Multiple Endocrine Neoplasia
Multiple Endocrine Neoplasia Type 1
Multiple Endocrine Neoplasia Type 2a
Multiple Endocrine Neoplasia Type 2b
Ovarian Neoplasms
"Carcinoma, Ovarian Epithelial"
Granulosa Cell Tumor
Hereditary Breast and Ovarian Cancer Syndrome
Luteoma
Meigs Syndrome
Sertoli-Leydig Cell Tumor
Thecoma
Pancreatic Neoplasms
"Adenoma, Islet Cell"
Insulinoma
"Carcinoma, Islet Cell"
Gastrinoma
Glucagonoma
Somatostatinoma
Vipoma
"Carcinoma, Pancreatic Ductal"
Pancreatic Intraductal Neoplasms
Paraneoplastic Endocrine Syndromes
Parathyroid Neoplasms
Pituitary Neoplasms
ACTH-Secreting Pituitary Adenoma
Nelson Syndrome
Growth Hormone-Secreting Pituitary Adenoma
Prolactinoma
Testicular Neoplasms
Sertoli-Leydig Cell Tumor
Leydig Cell Tumor
Sertoli Cell Tumor
Thyroid Neoplasms
"Thyroid Cancer, Papillary"
Thyroid Nodule
Gonadal Disorders
Disorders of Sex Development
"46, XX Disorders of Sex Development"
"46, XX Testicular Disorders of Sex Development"
"Gonadal Dysgenesis, 46,XX"
Hyperandrogenism
Adrenogenital Syndrome
"Adrenal Hyperplasia, Congenital"
Hyperandrogenism
"Disorder of Sex Development, 46,XY"
Androgen-Insensitivity Syndrome
Denys-Drash Syndrome
Frasier Syndrome
"Gonadal Dysgenesis, 46,XY"
Gonadoblastoma
Kallmann Syndrome
WAGR Syndrome
Gonadal Dysgenesis
"Gonadal Dysgenesis, 46,XX"
"Gonadal Dysgenesis, 46,XY"
Gonadoblastoma
"Gonadal Dysgenesis, Mixed"
Sexual Infantilism
Turner Syndrome
Ovotesticular Disorders of Sex Development
Sex Chromosome Disorders of Sex Development
Freemartinism
"Gonadal Dysgenesis, Mixed"
Klinefelter Syndrome
Turner Syndrome
Hypogonadism
Eunuchism
Kallmann Syndrome
Klinefelter Syndrome
Sexual Infantilism
Ovarian Diseases
Anovulation
Oophoritis
Ovarian Cysts
Polycystic Ovary Syndrome
Ovarian Hyperstimulation Syndrome
Ovarian Neoplasms
Brenner Tumor
"Carcinoma, Endometrioid"
"Carcinoma, Ovarian Epithelial"
Granulosa Cell Tumor
Hereditary Breast and Ovarian Cancer Syndrome
Luteoma
Meigs Syndrome
Sertoli-Leydig Cell Tumor
Thecoma
Ovarian Torsion
Primary Ovarian Insufficiency
"Puberty, Delayed"
"Puberty, Precocious"
Testicular Diseases
Cryptorchidism
Orchitis
Testicular Neoplasms
Sertoli-Leydig Cell Tumor
Leydig Cell Tumor
Sertoli Cell Tumor
Parathyroid Diseases
Hyperparathyroidism
"Hyperparathyroidism, Primary"
"Hyperparathyroidism, Secondary"
Chronic Kidney Disease-Mineral and Bone Disorder
Hypoparathyroidism
22q11 Deletion Syndrome
DiGeorge Syndrome
Parathyroid Neoplasms
Pituitary Diseases
Diabetes Insipidus
"Diabetes Insipidus, Neurogenic"
Wolfram Syndrome
Empty Sella Syndrome
Hyperpituitarism
Acromegaly
Gigantism
Hyperprolactinemia
Pituitary ACTH Hypersecretion
Hypophysitis
Autoimmune Hypophysitis
Hypopituitarism
"Dwarfism, Pituitary"
Inappropriate ADH Syndrome
Pituitary Apoplexy
Pituitary Neoplasms
ACTH-Secreting Pituitary Adenoma
Nelson Syndrome
Growth Hormone-Secreting Pituitary Adenoma
Prolactinoma
"Polyendocrinopathies, Autoimmune"
Thyroid Diseases
Euthyroid Sick Syndromes
Goiter
"Goiter, Endemic"
"Goiter, Nodular"
"Goiter, Substernal"
Graves Disease
Graves Ophthalmopathy
Lingual Goiter
Hyperthyroidism
Graves Disease
Graves Ophthalmopathy
Thyrotoxicosis
Thyroid Crisis
Hyperthyroxinemia
"Hyperthyroxinemia, Familial Dysalbuminemic"
Thyroid Hormone Resistance Syndrome
Hypothyroidism
Congenital Hypothyroidism
Myxedema
Thyroid Dysgenesis
Lingual Thyroid
Lingual Goiter
Thyroid Neoplasms
"Thyroid Cancer, Papillary"
Thyroid Nodule
Thyroiditis
"Thyroiditis, Autoimmune"
Hashimoto Disease
Postpartum Thyroiditis
"Thyroiditis, Subacute"
"Thyroiditis, Suppurative"
"Tuberculosis, Endocrine"
Immune System Diseases
Autoimmune Diseases
Addison Disease
"Anemia, Hemolytic, Autoimmune"
Anti-Glomerular Basement Membrane Disease
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
Churg-Strauss Syndrome
Microscopic Polyangiitis
Granulomatosis with Polyangiitis
Antiphospholipid Syndrome
"Arthritis, Juvenile"
"Arthritis, Rheumatoid"
Felty Syndrome
Rheumatoid Vasculitis
Sjogren's Syndrome
"Still's Disease, Adult-Onset"
Autoimmune Diseases of the Nervous System
Anti-N-Methyl-D-Aspartate Receptor Encephalitis
"Demyelinating Autoimmune Diseases, CNS"
Diffuse Cerebral Sclerosis of Schilder
"Encephalomyelitis, Acute Disseminated"
"Leukoencephalitis, Acute Hemorrhagic"
Multiple Sclerosis
"Multiple Sclerosis, Chronic Progressive"
"Multiple Sclerosis, Relapsing-Remitting"
"Myelitis, Transverse"
Neuromyelitis Optica
Neuromyelitis Optica
Myasthenia Gravis
Lambert-Eaton Myasthenic Syndrome
"Myasthenia Gravis, Autoimmune, Experimental"
"Myasthenia Gravis, Neonatal"
"Nervous System Autoimmune Disease, Experimental"
"Encephalomyelitis, Autoimmune, Experimental"
"Myasthenia Gravis, Autoimmune, Experimental"
"Neuritis, Autoimmune, Experimental"
Polyradiculoneuropathy
Guillain-Barre Syndrome
Miller Fisher Syndrome
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
Stiff-Person Syndrome
Uveomeningoencephalitic Syndrome
"Vasculitis, Central Nervous System"
Giant Cell Arteritis
"Lupus Vasculitis, Central Nervous System"
Autoimmune Hypophysitis
Autoimmune Lymphoproliferative Syndrome
Autoimmune Pancreatitis
Birdshot Chorioretinopathy
Dermatitis Herpetiformis
"Diabetes Mellitus, Type 1"
"Glomerulonephritis, IGA"
"Glomerulonephritis, Membranous"
Graves Disease
Graves Ophthalmopathy
"Hepatitis, Autoimmune"
Immunoglobulin G4-Related Disease
Latent Autoimmune Diabetes in Adults
Linear IgA Bullous Dermatosis
"Lupus Erythematosus, Systemic"
Lupus Nephritis
"Lupus Vasculitis, Central Nervous System"
"Ophthalmia, Sympathetic"
"Pemphigoid, Bullous"
Pemphigus
"Polyendocrinopathies, Autoimmune"
"Purpura, Thrombocytopenic, Idiopathic"
"Thyroiditis, Autoimmune"
Hashimoto Disease
Postpartum Thyroiditis
Undifferentiated Connective Tissue Diseases
"Erythroblastosis, Fetal"
Hydrops Fetalis
Kernicterus
"Glomerulonephritis, Membranoproliferative"
Graft vs Host Disease
Bronchiolitis Obliterans Syndrome
Hypersensitivity
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
Environmental Illness
Multiple Chemical Sensitivity
Sick Building Syndrome
"Hypersensitivity, Delayed"
Acute Generalized Exanthematous Pustulosis
"Dermatitis, Allergic Contact"
"Dermatitis, Photoallergic"
"Dermatitis, Toxicodendron"
Drug Fever
Drug Hypersensitivity Syndrome
Sarcoidosis
"Sarcoidosis, Pulmonary"
Uveoparotid Fever
Stevens-Johnson Syndrome
"Hypersensitivity, Immediate"
Anaphylaxis
"Asthma, Aspirin-Induced"
"Conjunctivitis, Allergic"
"Dermatitis, Atopic"
Eosinophilic Esophagitis
Exercise-Induced Allergies
"Asthma, Exercise-Induced"
Food Hypersensitivity
Egg Hypersensitivity
Milk Hypersensitivity
Nut and Peanut Hypersensitivity
Nut Hypersensitivity
Peanut Hypersensitivity
Shellfish Hypersensitivity
Wheat Hypersensitivity
Respiratory Hypersensitivity
Allergic Fungal Sinusitis
"Alveolitis, Extrinsic Allergic"
Bird Fancier's Lung
Farmer's Lung
Trichosporonosis
"Aspergillosis, Allergic Bronchopulmonary"
Asthma
"Asthma, Exercise-Induced"
"Asthma, Occupational"
Cough-Variant Asthma
Status Asthmaticus
"Rhinitis, Allergic"
"Rhinitis, Allergic, Perennial"
Dust Mite Allergy
"Rhinitis, Allergic, Seasonal"
Urticaria
Angioedema
"Angioedemas, Hereditary"
Hereditary Angioedema Type III
Hereditary Angioedema Types I and II
Chronic Urticaria
Chronic Inducible Urticaria
Cryopyrin-Associated Periodic Syndromes
"Urticaria, Solar"
Cold Urticaria
Cryopyrin-Associated Periodic Syndromes
Venom Hypersensitivity
Immune Complex Diseases
Arthus Reaction
IgA Vasculitis
"Vasculitis, Leukocytoclastic, Cutaneous"
Kounis Syndrome
Latex Hypersensitivity
Wissler's Syndrome
Immune Reconstitution Inflammatory Syndrome
Immunologic Deficiency Syndromes
Agammaglobulinemia
Common Variable Immunodeficiency
Dysgammaglobulinemia
Hyper-IgM Immunodeficiency Syndrome
"Hyper-IgM Immunodeficiency Syndrome, Type 1"
IgA Deficiency
IgG Deficiency
HIV Infections
Acquired Immunodeficiency Syndrome
Acute Retroviral Syndrome
"AIDS Arteritis, Central Nervous System"
AIDS-Associated Nephropathy
AIDS Dementia Complex
AIDS-Related Complex
AIDS-Related Opportunistic Infections
HIV-Associated Lipodystrophy Syndrome
HIV Enteropathy
HIV Seropositivity
HIV Wasting Syndrome
Deltaretrovirus Infections
Enzootic Bovine Leukosis
HTLV-I Infections
HTLV-II Infections
Lymphopenia
"T-Lymphocytopenia, Idiopathic CD4-Positive"
Wiskott-Aldrich Syndrome
Phagocyte Bactericidal Dysfunction
Chediak-Higashi Syndrome
Aleutian Mink Disease
"Granulomatous Disease, Chronic"
Job Syndrome
Primary Immunodeficiency Diseases
Ataxia Telangiectasia
Bloom Syndrome
Chediak-Higashi Syndrome
Hereditary Complement Deficiency Diseases
"Angioedemas, Hereditary"
Hyper-IgM Immunodeficiency Syndrome
"Hyper-IgM Immunodeficiency Syndrome, Type 1"
Job Syndrome
Leukocyte-Adhesion Deficiency Syndrome
Severe Combined Immunodeficiency
X-Linked Combined Immunodeficiency Diseases
Wiskott-Aldrich Syndrome
Immunoproliferative Disorders
Hypergammaglobulinemia
Mevalonate Kinase Deficiency
Monoclonal Gammopathy of Undetermined Significance
Smoldering Multiple Myeloma
Lymphoproliferative Disorders
Autoimmune Lymphoproliferative Syndrome
Castleman Disease
Immunoblastic Lymphadenopathy
Immunoglobulin Light-chain Amyloidosis
Immunoproliferative Small Intestinal Disease
Infectious Mononucleosis
"Leukemia, Hairy Cell"
"Leukemia, Lymphoid"
"Leukemia, B-Cell"
"Leukemia, Lymphocytic, Chronic, B-Cell"
"Leukemia, Prolymphocytic, B-Cell"
"Leukemia, Biphenotypic, Acute"
"Leukemia, Prolymphocytic"
"Leukemia, Prolymphocytic, B-Cell"
"Leukemia, Prolymphocytic, T-Cell"
"Leukemia, T-Cell"
"Leukemia, Large Granular Lymphocytic"
"Leukemia-Lymphoma, Adult T-Cell"
"Leukemia, Prolymphocytic, T-Cell"
Precursor Cell Lymphoblastic Leukemia-Lymphoma
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
Lymphangiomyoma
Lymphangioleiomyomatosis
Lymphoma
Composite Lymphoma
Hodgkin Disease
Intraocular Lymphoma
"Lymphoma, Non-Hodgkin"
"Lymphoma, B-Cell"
Burkitt Lymphoma
"Lymphoma, AIDS-Related"
"Lymphoma, B-Cell, Marginal Zone"
"Lymphoma, Large B-Cell, Diffuse"
Plasmablastic Lymphoma
"Lymphoma, Primary Effusion"
Lymphomatoid Granulomatosis
"Lymphoma, Follicular"
"Lymphoma, Large-Cell, Immunoblastic"
"Lymphoma, Mantle-Cell"
"Lymphoma, T-Cell"
Enteropathy-Associated T-Cell Lymphoma
"Lymphoma, Large-Cell, Anaplastic"
"Lymphoma, T-Cell, Cutaneous"
"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
Lymphomatoid Papulosis
Mycosis Fungoides
Pagetoid Reticulosis
Sezary Syndrome
"Lymphoma, T-Cell, Peripheral"
Macrophage Activation Syndrome
Marek Disease
Multiple Myeloma
"Leukemia, Plasma Cell"
Plasmacytoma
Sezary Syndrome
Tumor Lysis Syndrome
Paraproteinemias
Cryoglobulinemia
Heavy Chain Disease
Immunoproliferative Small Intestinal Disease
Immunoglobulin Light-chain Amyloidosis
Monoclonal Gammopathy of Undetermined Significance
Schnitzler Syndrome
Multiple Myeloma
POEMS Syndrome
Smoldering Multiple Myeloma
Waldenstrom Macroglobulinemia
Mast Cell Activation Disorders
Mast Cell Activation Syndrome
Mastocytosis
Mast-Cell Sarcoma
Mastocytoma
"Mastocytoma, Skin"
"Mastocytosis, Cutaneous"
"Mastocytoma, Skin"
Urticaria Pigmentosa
"Mastocytosis, Systemic"
"Leukemia, Mast-Cell"
"Purpura, Thrombocytopenic"
"Purpura, Thrombocytopenic, Idiopathic"
Transfusion Reaction
Transfusion-Related Acute Lung Injury
Disorders of Environmental Origin
Environmental Illness
Multiple Chemical Sensitivity
Sick Building Syndrome
Preconception Injuries
Animal Diseases
"Abortion, Veterinary"
"Brucellosis, Bovine"
Actinobacillosis
Aleutian Mink Disease
Anal Gland Neoplasms
Anaplasmosis
Bird Diseases
Avian Leukosis
Fowlpox
Influenza in Birds
"Malaria, Avian"
Marek Disease
Newcastle Disease
Poultry Diseases
"Enteritis, Transmissible, of Turkeys"
Poult Enteritis Mortality Syndrome
"Reticuloendotheliosis, Avian"
"Sarcoma, Avian"
"Tuberculosis, Avian"
Borna Disease
Cat Diseases
Feline Acquired Immunodeficiency Syndrome
Feline Infectious Peritonitis
Feline Panleukopenia
"Leukemia, Feline"
Cattle Diseases
Bovine Respiratory Disease Complex
"Pasteurellosis, Pneumonic"
"Pneumonia of Calves, Enzootic"
Bovine Virus Diarrhea-Mucosal Disease
"Brucellosis, Bovine"
"Encephalopathy, Bovine Spongiform"
Enzootic Bovine Leukosis
Ephemeral Fever
Freemartinism
"Hemorrhagic Syndrome, Bovine"
Infectious Bovine Rhinotracheitis
Lumpy Skin Disease
Malignant Catarrh
"Mastitis, Bovine"
"Pneumonia, Atypical Interstitial, of Cattle"
Theileriasis
"Trypanosomiasis, Bovine"
"Tuberculosis, Bovine"
White Heifer Disease
Digital Dermatitis
"Disease Models, Animal"
Dog Diseases
Distemper
"Hepatitis, Infectious Canine"
"Hip Dysplasia, Canine"
Enterotoxemia
Erysipelothrix Infections
Swine Erysipelas
Fish Diseases
Furunculosis
"Hemorrhagic Septicemia, Viral"
Foot-and-Mouth Disease
Foot Rot
Goat Diseases
Heartwater Disease
"Hepatitis, Animal"
"Hepatitis, Viral, Animal"
"Hepatitis, Infectious Canine"
Rift Valley Fever
Horse Diseases
African Horse Sickness
Equine Infectious Anemia
Glanders
"Strongyle Infections, Equine"
"Keratoconjunctivitis, Infectious"
"Lameness, Animal"
"Mammary Neoplasms, Animal"
Mink Viral Enteritis
"Muscular Dystrophy, Animal"
White Muscle Disease
"Myxomatosis, Infectious"
"Parasitic Diseases, Animal"
"Helminthiasis, Animal"
Dictyocaulus Infections
Dirofilariasis
Fascioloidiasis
Monieziasis
Setariasis
"Strongyle Infections, Equine"
Toxocariasis
"Protozoan Infections, Animal"
Babesiosis
Cryptosporidiosis
Dourine
Theileriasis
"Toxoplasmosis, Animal"
"Trypanosomiasis, Bovine"
Paratuberculosis
Parturient Paresis
Peste-des-Petits-Ruminants
"Pleuropneumonia, Contagious"
Primate Diseases
Ape Diseases
Monkey Diseases
Marburg Virus Disease
Simian Acquired Immunodeficiency Syndrome
Mpox (monkeypox)
Pseudorabies
Pythiosis
Rinderpest
Rodent Diseases
"Ectromelia, Infectious"
Mpox (monkeypox)
Murine Acquired Immunodeficiency Syndrome
"Salmonella Infections, Animal"
Sheep Diseases
Bluetongue
Border Disease
"Ecthyma, Contagious"
Louping Ill
Nairobi Sheep Disease
"Pneumonia, Progressive Interstitial, of Sheep"
"Pulmonary Adenomatosis, Ovine"
Scrapie
Swayback
Visna
Steatitis
Swine Diseases
African Swine Fever
Classical Swine Fever
Edema Disease of Swine
"Encephalomyelitis, Enzootic Porcine"
"Epidermitis, Exudative, of Swine"
"Gastroenteritis, Transmissible, of Swine"
"Pneumonia of Swine, Mycoplasmal"
Porcine Postweaning Multisystemic Wasting Syndrome
Porcine Reproductive and Respiratory Syndrome
Swine Erysipelas
Swine Vesicular Disease
Vesicular Exanthema of Swine
"Venereal Tumors, Veterinary"
Vesicular Stomatitis
"Wasting Disease, Chronic"
Zoonoses
Bacterial Zoonoses
Viral Zoonoses
"Pathological Conditions, Signs and Symptoms"
Morphological and Microscopic Findings
Adenocarcinoma in Situ
Atypical Squamous Cells of the Cervix
Margins of Excision
Squamous Intraepithelial Lesions
Squamous Intraepithelial Lesions of the Cervix
"Pathological Conditions, Anatomical"
Agenesis of Corpus Callosum
Airway Remodeling
Alopecia
Loose Anagen Hair Syndrome
Atrial Remodeling
Atrophy
Muscular Atrophy
Sarcopenia
Blister
Calculi
Dental Calculus
Gallstones
Salivary Calculi
Salivary Duct Calculi
Salivary Gland Calculi
Urinary Calculi
Kidney Calculi
Staghorn Calculi
Ureteral Calculi
Urinary Bladder Calculi
Accessory Atrioventricular Bundle
Cerebral Cortical Thinning
Choristoma
"Constriction, Pathologic"
Cysts
Parovarian Cyst
Spermatocele
"Dilatation, Pathologic"
Diverticulum
"Diverticulum, Colon"
"Diverticulum, Esophageal"
Zenker Diverticulum
"Diverticulum, Stomach"
Meckel Diverticulum
Facial Asymmetry
Fistula
Cutaneous Fistula
Digestive System Fistula
Biliary Fistula
Esophageal Fistula
Tracheoesophageal Fistula
Gastric Fistula
Intestinal Fistula
Rectal Fistula
Rectovaginal Fistula
Pancreatic Fistula
Oral Fistula
Dental Fistula
Oroantral Fistula
Salivary Gland Fistula
Respiratory Tract Fistula
Bronchial Fistula
Urinary Fistula
Urinary Bladder Fistula
Vesicovaginal Fistula
Vaginal Fistula
Rectovaginal Fistula
Vesicovaginal Fistula
Vascular Fistula
Arterio-Arterial Fistula
Bland White Garland Syndrome
Arteriovenous Fistula
Carotid-Cavernous Sinus Fistula
Hernia
Encephalocele
"Hernia, Abdominal"
Gastroschisis
"Hernia, Femoral"
"Hernia, Inguinal"
"Hernia, Ventral"
"Hernia, Umbilical"
"Hernia, Obturator"
Incisional Hernia
Intervertebral Disc Displacement
Internal Hernia
"Hernia, Diaphragmatic"
"Hernias, Diaphragmatic, Congenital"
"Hernia, Diaphragmatic, Traumatic"
"Hernia, Hiatal"
Paraduodenal Hernia
Meningocele
Rectocele
Hypertrophy
Cardiomegaly
"Hypertrophy, Left Ventricular"
"Hypertrophy, Right Ventricular"
Hepatomegaly
Splenomegaly
Leg Length Inequality
Leukoplakia
"Leukoplakia, Oral"
"Leukoplakia, Hairy"
Microvascular Rarefaction
"Nails, Malformed"
Yellow Nail Syndrome
"Plaque, Amyloid"
"Plaque, Atherosclerotic"
Polyps
Intestinal Polyps
Colonic Polyps
Nasal Polyps
Prolapse
Pelvic Organ Prolapse
Cystocele
Rectal Prolapse
Uterine Prolapse
Visceral Prolapse
"Rupture, Spontaneous"
Solitary Kidney
Spontaneous Perforation
Tertiary Lymphoid Structures
Torsion Abnormality
Bone Anteversion
Coxa Vara
Bone Retroversion
Coxa Valga
Intestinal Volvulus
Ovarian Torsion
Uterine Retroversion
Vascular Remodeling
Ventricular Remodeling
Pathologic Processes
Acantholysis
"Arrhythmias, Cardiac"
"Arrhythmia, Sinus"
Sick Sinus Syndrome
"Sinus Arrest, Cardiac"
Atrial Fibrillation
Atrial Flutter
Bradycardia
"Cardiac Complexes, Premature"
Atrial Premature Complexes
Ventricular Premature Complexes
Heart Block
Adams-Stokes Syndrome
Atrioventricular Block
Bundle-Branch Block
Interatrial Block
Sick Sinus Syndrome
Sinoatrial Block
Long QT Syndrome
Andersen Syndrome
Romano-Ward Syndrome
Parasystole
Tachycardia
"Tachycardia, Paroxysmal"
"Tachycardia, Reciprocating"
"Tachycardia, Atrioventricular Nodal Reentry"
"Tachycardia, Sinoatrial Nodal Reentry"
"Tachycardia, Supraventricular"
"Tachycardia, Ectopic Atrial"
"Tachycardia, Ectopic Junctional"
"Tachycardia, Sinus"
"Tachycardia, Ventricular"
Accelerated Idioventricular Rhythm
Torsades de Pointes
Ventricular Fibrillation
Ventricular Flutter
Ascites
Atrial Remodeling
Azotemia
Cardiotoxicity
Channelopathies
Chromosome Aberrations
Abnormal Karyotype
XYY Karyotype
Aneuploidy
Monosomy
Chromosome Deletion
Tetrasomy
Trisomy
Chromosomal Instability
Chromosome Fragility
Chromosome Breakage
Chromosome Duplication
Tetrasomy
Trisomy
Chromosome Inversion
Chromothripsis
Isochromosomes
"Micronuclei, Chromosome-Defective"
"Nondisjunction, Genetic"
Uniparental Disomy
Polyploidy
Tetraploidy
Triploidy
Ring Chromosomes
Sex Chromosome Aberrations
XYY Karyotype
"Translocation, Genetic"
Philadelphia Chromosome
Death
Asphyxia
Body Remains
Brain Death
Cadaver
Corpse Dismemberment
Postmortem Changes
Autolysis
Rigor Mortis
"Death, Sudden"
"Death, Sudden, Cardiac"
Karoshi Death
Sudden Infant Death
Sudden Unexpected Death in Epilepsy
Drowning
Embryo Loss
Fetal Death
Fetal Resorption
Stillbirth
Infant Death
Sudden Infant Death
Parental Death
Maternal Death
Perinatal Death
Dehydration
Delayed Graft Function
Disease
Syndrome
Disease Attributes
Acute Disease
Ambulatory Care Sensitive Conditions
Asymptomatic Diseases
Asymptomatic Infections
Breakthrough Infections
Catastrophic Illness
Chronic Disease
"Brain Damage, Chronic"
"Brain Injury, Chronic"
Chronic Traumatic Encephalopathy
"Candidiasis, Chronic Mucocutaneous"
"Chemical and Drug Induced Liver Injury, Chronic"
Chronic Exertional Compartment Syndrome
Chronic Kidney Disease-Mineral and Bone Disorder
Chronic Limb-Threatening Ischemia
Chronic Periodontitis
Chronic Urticaria
Chronic Inducible Urticaria
Cryopyrin-Associated Periodic Syndromes
"Urticaria, Solar"
"Fatigue Syndrome, Chronic"
"Granulomatous Disease, Chronic"
"Hematoma, Subdural, Chronic"
"Hepatitis, Chronic"
"Hepatitis B, Chronic"
"Hepatitis C, Chronic"
"Hepatitis D, Chronic"
"Jaundice, Chronic Idiopathic"
"Leukemia, Lymphocytic, Chronic, B-Cell"
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
Blast Crisis
"Leukemia, Myeloid, Accelerated Phase"
"Leukemia, Myeloid, Chronic-Phase"
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
"Leukemia, Myelomonocytic, Chronic"
"Leukemia, Neutrophilic, Chronic"
Multiple Chronic Conditions
"Multiple Sclerosis, Chronic Progressive"
"Ophthalmoplegia, Chronic Progressive External"
Kearns-Sayre Syndrome
"Pancreatitis, Chronic"
Autoimmune Pancreatitis
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
Post-Infectious Disorders
"Arthritis, Reactive"
"Encephalomyelitis, Acute Disseminated"
Guillain-Barre Syndrome
Post-Acute COVID-19 Syndrome
Post-Lyme Disease Syndrome
"Pulmonary Disease, Chronic Obstructive"
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
"Bronchitis, Chronic"
Pulmonary Emphysema
"Renal Insufficiency, Chronic"
Chronic Kidney Diseases of Uncertain Etiology
"Kidney Failure, Chronic"
Frasier Syndrome
"Wasting Disease, Chronic"
Communicable Diseases
Blood-Borne Infections
"Communicable Diseases, Emerging"
"Communicable Diseases, Imported"
Sexually Transmitted Diseases
"Sexually Transmitted Diseases, Bacterial"
"Sexually Transmitted Diseases, Viral"
Papillomavirus Infections
Convalescence
Critical Illness
Disease Progression
Clinical Deterioration
Pathologic Complete Response
"Remission, Spontaneous"
Disease Resistance
Disease Susceptibility
Genetic Predisposition to Disease
"Anticipation, Genetic"
Genetic Risk Score
Diseases in Twins
Emergencies
Facies
Iatrogenic Disease
Cross Infection
Healthcare-Associated Pneumonia
"Pneumonia, Ventilator-Associated"
Late Onset Disorders
Neglected Diseases
Noncommunicable Diseases
Persistent Infection
Rare Diseases
Recurrence
Reinfection
Symptom Flare Up
Undiagnosed Diseases
Dysbiosis
Emphysema
Mediastinal Emphysema
Subcutaneous Emphysema
alpha 1-Antitrypsin Deficiency
